貼付日,機器状態,管区,駅,コーナ,品名,機種,号機,要点検・点検予告理由,最終点検日,,,,,,,,,,,,,,,,,,,
5/24/2026,×,小田原線,祖師ヶ谷大蔵,本屋,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,3/5/2026,80,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,祖師ヶ谷大蔵,本屋,改,ＧＸ８,4,前回点検から80日経過　前回点検から2ヶ月経過,3/5/2026,80,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,祖師ヶ谷大蔵,本屋,改,ＧＸ８,5,前回点検から80日経過　前回点検から2ヶ月経過,3/5/2026,80,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,祖師ヶ谷大蔵,本屋,改,ＧＸ８,6,前回点検から80日経過　前回点検から2ヶ月経過,3/5/2026,80,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,祖師ヶ谷大蔵,本屋,監,ＫＸ８,4,前回点検から80日経過　前回点検から２ヶ月経過,3/5/2026,80,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,和泉多摩川,東,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,2/17/2026,96,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,和泉多摩川,東,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,2/17/2026,96,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,和泉多摩川,東,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,2/17/2026,96,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,和泉多摩川,東,監,ＫＸ８,5,前回点検から80日経過　前回点検から２ヶ月経過,2/17/2026,96,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,向ヶ丘遊園,北,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,2/15/2026,98,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,向ヶ丘遊園,北,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,2/15/2026,98,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,向ヶ丘遊園,北,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,2/15/2026,98,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,向ヶ丘遊園,北,改,ＧＸ８,4,前回点検から80日経過　前回点検から2ヶ月経過,2/15/2026,98,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,向ヶ丘遊園,北,監,ＫＸ８,4,前回点検から80日経過　前回点検から２ヶ月経過,2/15/2026,98,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,向ヶ丘遊園,南,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,2/17/2026,96,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,向ヶ丘遊園,南,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,2/17/2026,96,,,,,,,,,,,,,,,,5/24/2026,,
5/24/2026,×,小田原線,向ヶ丘遊園,南,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,2/17/2026,96,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,向ヶ丘遊園,南,改,ＧＸ８,4,前回点検から80日経過　前回点検から2ヶ月経過,2/17/2026,96,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,向ヶ丘遊園,南,改,ＧＸ８,5,前回点検から80日経過　前回点検から2ヶ月経過,2/17/2026,96,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,向ヶ丘遊園,南,監,ＫＸ８,4,前回点検から80日経過　前回点検から２ヶ月経過,2/17/2026,96,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,生田,本屋,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,生田,本屋,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,生田,本屋,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,生田,本屋,改,ＧＸ８,4,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,生田,本屋,改,ＧＸ８,5,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,生田,本屋,改,ＧＸ８,6,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,生田,本屋,監,ＫＸ８,4,前回点検から80日経過　前回点検から２ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,読売ランド前,南,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,3/2/2026,83,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,読売ランド前,南,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,3/2/2026,83,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,読売ランド前,南,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,3/2/2026,83,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,読売ランド前,南,改,ＧＸ８,4,前回点検から80日経過　前回点検から2ヶ月経過,3/2/2026,83,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,読売ランド前,南,改,ＧＸ８,5,前回点検から80日経過　前回点検から2ヶ月経過,3/2/2026,83,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,読売ランド前,南,監,ＫＸ８,4,前回点検から80日経過　前回点検から２ヶ月経過,3/2/2026,83,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,読売ランド前,北,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,読売ランド前,北,改,ＧＸ８,2,前回点検から80日経過　分離リトライ／日　（従機）　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,読売ランド前,北,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,読売ランド前,北,監,ＫＸ８,5,前回点検から80日経過　前回点検から２ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,鶴川,南,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,2/23/2026,90,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,鶴川,南,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,2/23/2026,90,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,鶴川,南,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,2/23/2026,90,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,鶴川,南,改,ＧＸ８,4,前回点検から80日経過　前回点検から2ヶ月経過,2/23/2026,90,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,鶴川,南,監,ＫＸ８,5,前回点検から80日経過　前回点検から２ヶ月経過,2/23/2026,90,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,西,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,2/24/2026,89,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,西,改,ＧＸ８,4,前回点検から80日経過　前回点検から2ヶ月経過,2/18/2026,95,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,西,改,ＧＸ８,5,前回点検から80日経過　前回点検から2ヶ月経過,2/18/2026,95,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,西,改,ＧＸ８,6,前回点検から80日経過　前回点検から2ヶ月経過,2/18/2026,95,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,西,改,ＧＸ８,7,前回点検から80日経過　前回点検から2ヶ月経過,2/18/2026,95,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,西,改,ＧＸ８,8,前回点検から80日経過　前回点検から2ヶ月経過,2/18/2026,95,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,西,改,ＧＸ８,9,前回点検から80日経過　前回点検から2ヶ月経過,2/18/2026,95,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,西,改,ＧＸ８,10,前回点検から80日経過　前回点検から2ヶ月経過,2/18/2026,95,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,西,改,ＧＸ８,11,前回点検から80日経過　前回点検から2ヶ月経過,2/18/2026,95,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,西,監,ＫＸ８,1,前回点検から80日経過　前回点検から２ヶ月経過,2/18/2026,95,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,北,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,2/28/2026,85,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,北,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,2/28/2026,85,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,北,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,2/28/2026,85,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,北,改,ＧＸ８,4,前回点検から80日経過　前回点検から2ヶ月経過,2/28/2026,85,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,北,改,ＧＸ８,5,前回点検から80日経過　前回点検から2ヶ月経過,2/28/2026,85,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,北,改,ＧＸ８,6,前回点検から80日経過　前回点検から2ヶ月経過,2/28/2026,85,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,町田,北,監,ＫＸ８,5,前回点検から80日経過　前回点検から２ヶ月経過,2/28/2026,85,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,中央,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,2/21/2026,92,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,中央,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,2/21/2026,92,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,中央,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,中央,改,ＧＸ８,4,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,中央,改,ＧＸ８,5,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,中央,改,ＧＸ８,6,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,中央,改,ＧＸ８,7,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,中央,改,ＧＸ８,8,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,中央,改,ＧＸ８,9,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,中央,監,ＫＸ８,4,前回点検から80日経過　前回点検から２ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,東,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,東,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,東,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,相模大野,東,監,ＫＸ８,5,前回点検から80日経過　前回点検から２ヶ月経過,2/22/2026,91,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,小田急相模原,本屋,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,2/24/2026,89,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,小田急相模原,本屋,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,2/24/2026,89,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,小田急相模原,本屋,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,2/24/2026,89,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,小田急相模原,本屋,改,ＧＸ８,4,前回点検から80日経過　前回点検から2ヶ月経過,2/24/2026,89,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,小田急相模原,本屋,改,ＧＸ８,5,前回点検から80日経過　前回点検から2ヶ月経過,2/24/2026,89,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,小田急相模原,本屋,改,ＧＸ８,6,前回点検から80日経過　前回点検から2ヶ月経過,2/24/2026,89,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,小田急相模原,本屋,改,ＧＸ８,7,前回点検から80日経過　前回点検から2ヶ月経過,2/24/2026,89,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,小田急相模原,本屋,改,ＧＸ８,8,前回点検から80日経過　前回点検から2ヶ月経過,2/24/2026,89,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,小田急相模原,本屋,監,ＫＸ８,4,前回点検から80日経過　前回点検から２ヶ月経過,2/24/2026,89,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,鶴巻温泉,南,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,3/1/2026,84,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,鶴巻温泉,南,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,3/1/2026,84,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,鶴巻温泉,南,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,3/1/2026,84,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,鶴巻温泉,南,監,ＫＸ８,5,前回点検から80日経過　前回点検から２ヶ月経過,3/1/2026,84,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,東海大学前,本屋,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,3/1/2026,84,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,東海大学前,本屋,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,3/1/2026,84,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,東海大学前,本屋,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,3/1/2026,84,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,東海大学前,本屋,改,ＧＸ８,4,前回点検から80日経過　前回点検から2ヶ月経過,3/1/2026,84,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,東海大学前,本屋,改,ＧＸ８,5,前回点検から80日経過　前回点検から2ヶ月経過,3/1/2026,84,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,東海大学前,本屋,改,ＧＸ８,6,前回点検から80日経過　前回点検から2ヶ月経過,3/1/2026,84,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,東海大学前,本屋,改,ＧＸ８,7,前回点検から80日経過　前回点検から2ヶ月経過,3/1/2026,84,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,小田原線,東海大学前,本屋,監,ＫＸ８,4,前回点検から80日経過　前回点検から２ヶ月経過,3/1/2026,84,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,中央林間,東,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,3/3/2026,82,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,中央林間,東,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,3/3/2026,82,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,中央林間,東,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,3/3/2026,82,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,中央林間,東,改,ＧＸ８,4,前回点検から80日経過　前回点検から2ヶ月経過,3/3/2026,82,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,中央林間,東,監,ＫＸ８,6,前回点検から80日経過　前回点検から２ヶ月経過,3/3/2026,82,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,六会日大前,本屋,改,ＧＸ８,3,ハンドラ（主）　ＰＨ１７異常　３回／日以上　ハンドラ（主）　ＰＨ１８異常　３回／日以上　ハンドラ（主）　ＰＨ１９異常　３回／日以上　ハンドラ（主）　ＰＨ２０異常　３回／日以上　ハンドラ（主）　ＰＨ２１異常　３回／日以上　ハンドラ（主）　ＰＨ２２異常　３回／日以上　ハンドラ（主）　ＰＨ２４異常　３回／日以上　ハンドラ（主）　ＰＨ２６異常　３回／日以上　ハンドラ（主）　ＰＨ２７異常　３回／日以上　ハンドラ（主）　ＰＨ２８異常　３回／日以上　ハンドラ（主）　ＰＨ２９異常　３回／日以上,5/23/2026,1,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,藤沢本町,本屋,改,ＧＸ８,2,分離リトライ／日　（主機）,5/1/2026,23,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,鵠沼海岸,本屋,改,ＧＸ８,1,前回点検から80日経過　前回点検から2ヶ月経過,2/23/2026,90,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,鵠沼海岸,本屋,改,ＧＸ８,2,前回点検から80日経過　前回点検から2ヶ月経過,2/23/2026,90,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,鵠沼海岸,本屋,改,ＧＸ８,3,前回点検から80日経過　前回点検から2ヶ月経過,2/23/2026,90,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,鵠沼海岸,本屋,改,ＧＸ８,4,前回点検から80日経過　前回点検から2ヶ月経過,2/23/2026,90,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,鵠沼海岸,本屋,監,ＫＸ８,4,前回点検から80日経過　前回点検から２ヶ月経過,2/23/2026,90,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,片瀬江ノ島,本屋,改,ＧＸ８,5,前回点検から80日経過　前回点検から2ヶ月経過,2/14/2026,99,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,片瀬江ノ島,本屋,改,ＧＸ８,6,前回点検から80日経過　前回点検から2ヶ月経過,2/14/2026,99,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,片瀬江ノ島,本屋,改,ＧＸ８,7,前回点検から80日経過　前回点検から2ヶ月経過,2/14/2026,99,,,,,,,,,,,,,,,,,,5/24/2026
5/24/2026,×,江ノ島線,片瀬江ノ島,本屋,改,ＧＸ８,8,前回点検から80日経過　前回点検から2ヶ月経過,2/14/2026,99,,,,,,,,,,,,,,,,,,5/24/2026
